agreement,contraente,direzione,esecuzione,prevalenza,tipologia_lavoro,class_flat
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,ingegnere,i;m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,ingegnere,i;m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,ingegnere,i;m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,ingegnere,i;m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,ingegnere,i;m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,perito,i;m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,perito,i;m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,perito,i;m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,perito,i;m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,perito,i;m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,strutturista,i;m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,strutturista,i;m
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,strutturista,i;m
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,strutturista,i;m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,strutturista,i;m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,pulizie,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,pulizie,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,pulizie,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,pulizie,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,pulizie,m
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,manutenzione,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,manutenzione,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,manutenzione,m
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,manutenzione,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,manutenzione,m
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,catering,m
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,catering,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,catering,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,catering,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,catering,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,muratori,m
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,muratori,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,muratori,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,muratori,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,muratori,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,giardinieri,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,giardinieri,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,giardinieri,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,giardinieri,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,giardinieri,m
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,idraulici,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,idraulici,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,idraulici,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,idraulici,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,idraulici,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,idraulici,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,idraulici,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,mobili,m
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,mobili,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,mobili,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,mobili,n
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,mobili,n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,mobili,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,mobili,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,mobili,n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,mobili,n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,mobili,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,edificio,n
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,edificio,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,edificio,n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,edificio,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,edificio,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,edificio,n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,edificio,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,edificio,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,edificio,m
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,edificio,n
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_realizzato,sarti,m
corrispettivo,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
vendita,impresa,artigiano,artigiano_aiutante,bene_realizzato,sarti,m
vendita,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
ai_servizi,impresa,artigiano,artigiano_aiutante,bene_realizzato,sarti,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_realizzato,sarti,m
appalto_a_regia,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
orale,impresa,artigiano,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
orale,impresa,artigiano,artigiano_aiutante,bene_realizzato,sarti,m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,elettrici,m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,elettrici,n
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,elettrici,n
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,elettrici,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,elettrici,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,elettrici,m
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,elettrici,m
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,architetto,i;m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,architetto,i;m
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,architetto,i;m
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,architetto,i;m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,architetto,i;m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,ingegnere,i;m
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,ingegnere,i;m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,ingegnere,i;m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,ingegnere,i;m
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,ingegnere,i;m
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,perito,i;m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,perito,i;m
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,perito,i;m
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,perito,i;m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,perito,i;m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,perito,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,strutturista,i;m
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,strutturista,i;m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,strutturista,i;m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,strutturista,i;m
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,strutturista,i;m
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,pulizie,m
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,pulizie,m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,pulizie,m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,pulizie,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,pulizie,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,pulizie,n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,manutenzione,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,manutenzione,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,manutenzione,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,manutenzione,m
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,manutenzione,m
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,manutenzione,n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,catering,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,catering,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,catering,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,catering,m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,catering,m
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,giardinieri,m
vendita,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
corrispettivo,impresa,impresa,artigiano_aiutante,bene_realizzato,giardinieri,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,giardinieri,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,giardinieri,m
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,giardinieri,m
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,giardinieri,n
ai_servizi,impresa,impresa,artigiano_aiutante,bene_realizzato,muratori,m
ai_servizi,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_realizzato,muratori,m
appalto_a_regia,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
orale,impresa,impresa,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,muratori,n
orale,impresa,impresa,artigiano_aiutante,bene_realizzato,muratori,m
vendita,impresa,impresa,artigiano_aiutante,bene_realizzato,muratori,m
